Report runtime: June 11th 242024, 4:42:22 pm,,,,,,The Port Authority of New York and New Jersey
User: aanantharajah,,,,,,,TRN-201 Transaction Research
 
Parameters for this report
Plazas: All,Lanes: All,Lane State: All,Special/Escort: All,Charged Class: All,Tag Class: All,Tag Agency: All,Tag: None,AVC Class: All,Speed: All,Mismatch Flag: All,Plan Type: All,Recon Type: All,Revenue Type: All,Plate State: All,Plate: None,Plate Type: All,Hide/Show Plate Data Column: Hide,Start Date: 06/11/2024,Start Time: 12:00 pm,End Date: 06/11/2024,End Time: 3:00 pm,Recon Code: All,Hot List Reason: All,Transaction Flag: All,Resolution: All,Single Tag Only: No,Flush Converted Only: No,Tag Protocols: All

Transaction Research
,,,,,,,Lane Config,,,,Transaction,,,,,,Tag,,,,,,Class,,,,Axles,,,,,,,,,,Revenue,,,,,,Hot List,,Processing,,,,,ATRN File,,,,,,,Reconciliation,,,,
LT,4,06/11/2024 13:09:22.584, ,6,x,x,O,U,U,Y,1547972709,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,169,189,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:24.658,06/11/2024 13:09:24.590,6,x,x,O,U,U,Y,1547971081,Norm,N,Y,1,17,008-13774906,V, ,Y,IAG,8, ,1,72, , ,N,2, ,164,171,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:27.435, ,6,x,x,O,U,U,Y,1547972756,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,264,200,704,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:28.627, ,6,x,x,O,U,U,Y,1547972768,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,121,83,204,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:30.567,06/11/2024 13:09:30.314,6,x,x,O,U,U,Y,1547971261,Norm,N,Y,1,17,022-14246583,V, ,Y,IAG,39, ,1,72, , ,N,2, ,183,194,552,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:32.744,06/11/2024 13:09:32.477,6,x,x,O,U,U,Y,1547971263,Norm,N,Y,1,18,022-12009206,B, ,Y,IAG,38, ,1,72, , ,N,2, ,166,179,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:35.530, ,6,x,x,O,U,U,Y,1547972828,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,171,190,476,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:37.303, ,6,x,x,O,U,U,Y,1547972839,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,137,185,470,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:39.529, ,6,x,x,O,U,U,Y,1547972845,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,233,216,590,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:41.765,06/11/2024 13:09:41.571,6,x,x,O,U,U,Y,1547971313,Norm,N,Y,1,19,008-15049863,V,C,Y,IAG,36, ,1,72, , ,N,2, ,136,187,405,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:43.660,06/11/2024 13:09:43.513,6,x,x,O,U,U,Y,1547971334,Norm,N,Y,1,20,004-07727039,V, ,Y,IAG,40, ,1,72, , ,N,2, ,157,188,455,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:46.820, ,6,x,x,O,U,U,Y,1547972899,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,201,239,881,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:48.738,06/11/2024 13:09:48.552,6,x,x,O,U,U,Y,1547971386,Norm,N,Y,1,29,022-14565010,V, ,Y,IAG,25, ,1,72, , ,N,2, ,171,188,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:52.317,06/11/2024 13:09:52.215,6,x,x,O,U,U,Y,1547971420,Norm,N,Y,1,27,036-07386798,V, ,Y,IAG,27, ,1,72, , ,N,2, ,154,174,447,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:55.471, ,6,x,x,O,U,U,Y,1547972984,Norm,N,Y,1,29,-, , , ,-, , , , , , ,N, , ,175,185,543,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:09:57.153,06/11/2024 13:09:56.946,6,x,x,O,U,U,Y,1547971458,Norm,N,Y,1,28,008-09814252,V, ,Y,IAG,16, ,1,72, , ,N,2, ,169,189,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:00.456,06/11/2024 13:10:00.206,6,x,x,O,U,U,Y,1547971495,Norm,N,Y,1,23,022-15615145,V, ,Y,IAG,24, ,1,72, , ,N,2, ,142,188,533,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:38.493,06/11/2024 13:10:38.278,6,x,x,O,U,U,Y,1547971792,Norm,N,Y,1,29,008-15784404,V, ,Y,IAG,22, ,1,72, , ,N,2, ,157,202,480,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:39.836,06/11/2024 13:10:39.609,6,x,x,O,U,U,Y,1547971797,Norm,N,Y,1,29,086-00039986,V, ,Y,IAG,22, ,1,72, , ,N,2, ,169,178,523,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:41.520, ,6,x,x,O,U,U,Y,1547973340,Norm,N,Y,1,28,-, , , ,-, , , , , , ,N, , ,194,193,486,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:43.291,06/11/2024 13:10:43.089,6,x,x,O,U,U,Y,1547971822,Norm,N,Y,1,28,022-09393401,V, ,Y,IAG,31, ,1,72, , ,N,2, ,171,204,513,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:48.449,06/11/2024 13:10:48.194,6,x,x,O,U,U,Y,1547971865,Norm,N,Y,1,25,022-16417161,V, ,Y,IAG,18, ,2,523, , ,N,2, ,151,174,459,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:50.155, ,6,x,x,O,U,U,Y,1547973403,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,229,220,596,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:10:53.600, ,6,x,x,O,U,U,Y,1547973423,Norm,N,Y,1,35,-, , , ,-, , , , , , ,N, , ,147,196,549,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:01.783,06/11/2024 13:11:01.628,6,x,x,O,U,U,Y,1547971988,Norm,N,Y,1,34,008-14524468,B, ,Y,IAG,22, ,1,72, , ,N,2, ,170,187,523,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:03.871,06/11/2024 13:11:03.783,6,x,x,O,U,U,Y,1547972017,Norm,N,Y,1,34,008-12212853,B,SC,Y,IAG,19, ,1,72, , ,N,2, ,164,203,488,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:08.391, ,6,x,x,O,U,U,Y,1547973908,Norm,N,Y,1,26,-, , , ,-, , , , , , ,N, , ,221,183,572,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:10.281,06/11/2024 13:11:10.125,6,x,x,O,U,U,Y,1547972080,Norm,N,Y,1,26,022-15249693,V, ,Y,IAG,31, ,1,72, , ,N,2, ,160,183,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:12.550,06/11/2024 13:11:12.259,6,x,x,O,U,U,Y,1547972099,Norm,N,Y,1,26,022-14913579,I, ,N,IAG,23, ,1,200, , ,N,2, ,184,204,621,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:14.505, ,6,x,x,O,U,U,Y,1547973951,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,203,205,600,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:18.501,06/11/2024 13:11:18.327,6,x,x,O,U,U,Y,1547972145,Norm,N,Y,1,28,006-10208917,V, ,Y,IAG,28, ,1,72, , ,N,2, ,160,198,479,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:20.116,06/11/2024 13:11:19.895,6,x,x,O,U,U,Y,1547972160,Norm,N,Y,1,29,005-03536476,B, ,Y,IAG,15, ,1,72, , ,N,2, ,161,169,473,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:21.785,06/11/2024 13:11:21.638,6,x,x,O,U,U,Y,1547972173,Norm,N,Y,1,26,008-09189336,V, ,Y,IAG,35, ,1,72, , ,N,2, ,162,179,471,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:24.493, ,6,x,x,O,U,U,Y,1547974043,Norm,N,Y,1,27,-, , , ,-, , , , , , ,N, , ,183,191,586,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:25.593,06/11/2024 13:11:25.412,6,x,x,O,U,U,Y,1547972202,Norm,N,Y,1,26,005-04495502,V, ,Y,IAG,27, ,1,72, , ,N,2, ,140,174,425,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:26.741,06/11/2024 13:11:26.501,6,x,x,O,U,U,Y,1547972207,Norm,N,Y,1,26,008-15366236,B,S,Y,IAG,21, ,1,72, , ,N,2, ,138,172,495,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:30.310,06/11/2024 13:11:30.114,6,x,x,O,U,U,Y,1547972245,Norm,N,Y,1,24,008-15236456,V, ,Y,IAG,38, ,1,72, , ,N,2, ,139,184,492,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:31.776,06/11/2024 13:11:31.600,6,x,x,O,U,U,Y,1547972268,Norm,N,Y,1,22,008-14538101,V, ,Y,IAG,19, ,1,72, , ,N,2, ,156,174,497,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:34.540,06/11/2024 13:11:34.241,6,x,x,O,U,U,Y,1547972298,Norm,N,Y,1,19,008-12235058,V, ,Y,IAG,50, ,1,72, , ,N,2, ,165,204,534,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:36.429, ,6,x,x,O,U,U,Y,1547974145,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,203,193,573,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:39.010, ,6,x,x,O,U,U,Y,1547974178,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,195,206,627,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:40.869,06/11/2024 13:11:40.700,6,x,x,O,U,U,Y,1547972352,Norm,N,Y,1,20,022-08837980,V, ,Y,IAG,38, ,1,72, , ,N,2, ,138,173,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:50.734,06/11/2024 13:11:50.558,6,x,x,O,U,U,Y,1547972433,Norm,N,Y,1,30,008-13474929,V, ,Y,IAG,19, ,1,72, , ,N,2, ,191,192,536,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:55.583,06/11/2024 13:11:55.333,6,x,x,O,U,U,Y,1547972470,Norm,N,Y,1,32,022-13310027,V, ,Y,IAG,17, ,1,72, , ,N,2, ,186,196,605,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:58.468, ,6,x,x,O,U,U,Y,1547974311,Norm,N,Y,1,29,-, , , ,-, , , , , , ,N, , ,223,218,557,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:11:59.968,06/11/2024 13:11:59.791,6,x,x,O,U,U,Y,1547972500,Norm,N,Y,1,28,005-03103602,V, ,Y,IAG,22, ,1,72, , ,N,2, ,171,190,476,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.355,06/11/2024 13:12:03.028,6,x,x,O,U,U,Y,1547972524,Norm,N,Y,1,24,022-15058865,B, ,Y,IAG,18, ,1,72, , ,N,2, ,171,182,520,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 12:59:17.811,0,x,x,O,U,U,Y,1547970824,Spur,N,Y,1,0,004-12441164,V,G,N,IAG,32, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:01:42.969,0,x,x,O,U,U,Y,1547970825,Spur,N,Y,1,0,022-11962129,V, ,N,IAG,2, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:01:46.522,0,x,x,O,U,U,Y,1547970826,Spur,N,Y,1,0,008-12572753,V, ,N,IAG,16, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:02:22.608,0,x,x,O,U,U,Y,1547970827,Spur,N,Y,1,0,005-02937096,V, ,N,IAG,25, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:03:02.946,0,x,x,O,U,U,Y,1547970828,Spur,N,Y,1,0,008-12751366,V, ,N,IAG,12, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:03:12.724,0,x,x,O,U,U,Y,1547970829,Spur,N,Y,1,0,008-10132712,V, ,N,IAG,20, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:03:14.173,0,x,x,O,U,U,Y,1547970830,Spur,N,Y,1,0,008-08797591,V, ,N,IAG,38, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:03:15.321,0,x,x,O,U,U,Y,1547970831,Spur,N,Y,1,0,005-03360348,V, ,N,IAG,46, ,1,202, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:03.396,06/11/2024 13:03:48.669,0,x,x,O,U,U,Y,1547970832,Spur,N,Y,1,0,005-04320281,V,G,N,IAG,35, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:05.687,06/11/2024 13:12:05.530,6,x,x,O,U,U,Y,1547972536,Norm,N,Y,1,32,008-13470188,V, ,Y,IAG,28, ,1,72, , ,N,2, ,170,192,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:08.281,06/11/2024 13:12:08.068,6,x,x,O,U,U,Y,1547972556,Norm,N,Y,1,29,022-10144330,V,SC,Y,IAG,21, ,1,72, , ,N,2, ,163,166,464,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:10.181, ,6,x,x,O,U,U,Y,1547974392,Norm,N,Y,1,29,-, , , ,-, , , , , , ,N, , ,172,164,468,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:12.375,06/11/2024 13:12:12.077,6,x,x,O,U,U,Y,1547972610,Norm,N,Y,1,27,086-00050976,V, ,Y,IAG,10, ,1,72, , ,N,2, ,176,199,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:14.571,06/11/2024 13:12:14.417,6,x,x,O,U,U,Y,1547972636,Norm,N,Y,1,30,086-00204954,V, ,Y,IAG,13, ,1,72, , ,N,2, ,138,183,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:17.009,06/11/2024 13:12:16.822,6,x,x,O,U,U,Y,1547972654,Norm,N,Y,1,28,008-10202062,B, ,Y,IAG,19, ,1,72, , ,N,2, ,164,174,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:19.503,06/11/2024 13:12:19.309,6,x,x,O,U,U,Y,1547972677,Norm,N,Y,1,25,022-09242356,B, ,Y,IAG,35, ,1,72, , ,N,2, ,159,178,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:22.427,06/11/2024 13:12:22.164,6,x,x,O,U,U,Y,1547972700,Norm,N,Y,1,26,005-05002780,V, ,Y,IAG,25, ,1,72, , ,N,2, ,189,186,598,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:24.655,06/11/2024 13:12:24.525,6,x,x,O,U,U,Y,1547972720,Norm,N,Y,1,23,008-11021113,V, ,Y,IAG,32, ,1,72, , ,N,2, ,157,184,483,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:26.845,06/11/2024 13:12:26.680,6,x,x,O,U,U,Y,1547972742,Norm,N,Y,1,22,008-13483390,V, ,Y,IAG,35, ,1,72, , ,N,2, ,163,188,474,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:28.338,06/11/2024 13:12:27.887,6,x,x,O,U,U,Y,1547972767,Norm,N,Y,1,20,005-03492833,V, ,Y,IAG,37, ,1,266, , ,N,2, ,210,190,569,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:31.398, ,6,x,x,O,U,U,Y,1547974561,Norm,N,Y,1,14,-, , , ,-, , , , , , ,N, , ,178,185,584,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:33.229,06/11/2024 13:12:33.037,6,x,x,O,U,U,Y,1547972820,Norm,N,Y,1,14,008-13121342,B,C,Y,IAG,41, ,1,72, , ,N,2, ,161,183,462,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:35.764,06/11/2024 13:12:35.442,6,x,x,O,U,U,Y,1547972827,Norm,N,Y,1,16,022-09039239,B, ,Y,IAG,44, ,1,72, , ,N,2, ,136,169,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:37.779, ,6,x,x,O,U,U,Y,1547974603,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,169,191,530,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:40.034,06/11/2024 13:12:39.732,6,x,x,O,U,U,Y,1547972863,Norm,N,Y,1,16,008-16698895,V, ,Y,IAG,45, ,1,72, , ,N,2, ,169,180,531,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:42.668, ,6,x,x,O,U,U,Y,1547974650,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,138,174,488,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:46.154, ,6,x,x,O,U,U,Y,1547974672,Norm,N,Y,1,15,-, , , ,-, , , , , , ,N, , ,259,186,758,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:47.940,06/11/2024 13:12:47.677,6,x,x,O,U,U,Y,1547972922,Norm,N,Y,1,17,008-14903555,V, ,Y,IAG,41, ,1,72, , ,N,2, ,161,186,487,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:49.947, ,6,x,x,O,U,U,Y,1547974684,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,151,170,453,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:52.556, ,6,x,x,O,U,U,Y,1547974718,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,259,216,600,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:55.150,06/11/2024 13:12:54.858,6,x,x,O,U,U,Y,1547972983,Norm,N,Y,1,21,022-13338499,V,SC,Y,IAG,43, ,1,72, , ,N,2, ,185,206,590,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:12:58.098,06/11/2024 13:12:57.999,6,x,x,O,U,U,Y,1547973018,Norm,N,Y,1,21,008-13285852,V, ,Y,IAG,27, ,1,72, , ,N,2, ,159,178,478,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:00.357,06/11/2024 13:13:00.146,6,x,x,O,U,U,Y,1547973043,Norm,N,Y,1,21,008-10717984,V, ,Y,IAG,34, ,1,72, , ,N,2, ,144,199,541,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:02.316,06/11/2024 13:13:02.104,6,x,x,O,U,U,Y,1547973047,Norm,N,Y,1,21,022-10585004,V, ,Y,IAG,40, ,1,72, , ,N,2, ,165,187,493,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:04.365,06/11/2024 13:13:04.098,6,x,x,O,U,U,Y,1547973080,Norm,N,Y,1,19,008-16618260,V, ,Y,IAG,41, ,1,72, , ,N,2, ,169,192,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:06.353,06/11/2024 13:13:06.202,6,x,x,O,U,U,Y,1547973100,Norm,N,Y,1,20,005-04949939,V, ,Y,IAG,23, ,1,72, , ,N,2, ,159,177,474,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:07.928,06/11/2024 13:13:07.739,6,x,x,O,U,U,Y,1547973109,Norm,N,Y,1,20,022-10065184,B,C,Y,IAG,34, ,1,72, , ,N,2, ,151,170,435,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:10.478,06/11/2024 13:13:10.240,6,x,x,O,U,U,Y,1547973127,Norm,N,Y,1,19,008-10648876,V,SC,Y,IAG,27, ,1,72, , ,N,2, ,162,178,523,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:36.762,06/11/2024 13:13:36.586,6,x,x,O,U,U,Y,1547973297,Norm,N,Y,1,27,022-10773792,V,C,Y,IAG,25, ,1,72, , ,N,2, ,170,192,499,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:38.480,06/11/2024 13:13:38.234,6,x,x,O,U,U,Y,1547973309,Norm,N,Y,1,26,022-14424637,V,C,Y,IAG,21, ,1,72, , ,N,2, ,159,190,460,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:41.416, ,6,x,x,O,U,U,Y,1547975241,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,204,196,598,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:44.361,06/11/2024 13:13:44.111,6,x,x,O,U,U,Y,1547973366,Norm,N,Y,1,20,008-14911163,V, ,Y,IAG,36, ,1,72, , ,N,2, ,177,174,498,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:46.029,06/11/2024 13:13:45.796,6,x,x,O,U,U,Y,1547973374,Norm,N,Y,1,22,022-15836247,I,S,N,IAG,37, ,1,72, , ,N,2, ,192,215,547,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:13:48.761,06/11/2024 13:13:48.599,6,x,x,O,U,U,Y,1547973392,Norm,N,Y,1,22,022-14932116,V, ,Y,IAG,32, ,1,72, , ,N,2, ,167,197,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:07.258,06/11/2024 13:14:06.984,6,x,x,O,U,U,Y,1547973885,Norm,N,Y,1,27,008-14571083,V, ,Y,IAG,23, ,1,72, , ,N,2, ,218,225,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:09.798,06/11/2024 13:14:09.626,6,x,x,O,U,U,Y,1547973913,Norm,N,Y,1,26,008-14230626,V, ,Y,IAG,26, ,1,72, , ,N,2, ,167,173,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:12.347,06/11/2024 13:14:12.075,6,x,x,O,U,U,Y,1547973938,Norm,N,Y,1,21,022-11357029,I, ,N,IAG,32, ,1,72, , ,N,2, ,164,184,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:16.514, ,6,x,x,O,U,U,Y,1547975500,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,138,197,505,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:18.383, ,6,x,x,O,U,U,Y,1547975509,Norm,N,Y,1,25,-, , , ,-, , , , , , ,N, , ,256,221,555,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:22.232,06/11/2024 13:14:22.029,6,x,x,O,U,U,Y,1547974011,Norm,N,Y,1,30,022-09797086,V, ,Y,IAG,17, ,1,72, , ,N,2, ,169,197,529,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:26.955,06/11/2024 13:14:26.693,6,x,x,O,U,U,Y,1547974061,Norm,N,Y,1,28,008-12643513,V, ,Y,IAG,25, ,1,72, , ,N,2, ,188,186,602,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:39.275,06/11/2024 13:14:39.156,6,x,x,O,U,U,Y,1547974159,Norm,N,Y,1,31,022-12399631,V, ,Y,IAG,26, ,1,72, , ,N,2, ,158,172,470,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:53.320,06/11/2024 13:14:53.237,6,x,x,O,U,U,Y,1547974283,Norm,N,Y,1,30,004-13280083,V, ,Y,IAG,26, ,1,72, , ,N,2, ,136,190,474,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:55.921,06/11/2024 13:14:55.709,6,x,x,O,U,U,Y,1547974300,Norm,N,Y,1,28,022-13474113,B, ,Y,IAG,23, ,1,72, , ,N,2, ,176,200,498,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 13:14:57.672,06/11/2024 13:14:57.452,6,x,x,O,U,U,Y,1547974310,Norm,N,Y,1,30,008-14928825,V, ,Y,IAG,19, ,1,72, , ,N,2, ,188,199,597,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
